mat_number;item_description_1;item_description_2;mat017_group
MAT0177046;Isolierkörper;M17Leistung7polBuchsenkontakte Siemens c;RC-K5
MAT0177047;Einsatz, Stift SUB-D;crimp, 26 pol. Gr.2   HD;RC-K5
MAT0177048;Einsatz, Buchse SUB-D;crimp, 26 pol. Gr.2   HD;RC-K5
MAT0177049;Einsatz, Stift SUB-D;HAN High Density Modul, 25 D-Sub;RC-K5
MAT0177050;Einsatz, Buchse SUB-D;HAN High Density Modul, 25 D-Sub;RC-K5
MAT0177051;Gehäuse, Tülle;HAN 24B M32 gerader K.-Ausg.;RC-K3
MAT0177052;Trommel;Typ II 2000x1200x400 inkl. Gestell;RC-D5
MAT0177053;Mehrfachverschraubung;M40 m1x13/1x19;RC-K7
MAT0177054;Blech;Vitronics Part.nr. 208708A;RC-B3
MAT0177055;Schlauch Hydraulik;Armoflex 102x7,5;RC-S2
MAT0177056;Stecker,Buchse;Twintecfür2Kabel12polrechtsdr;RC-K2
MAT0177057;Parker Schlauch;Push Lok 831, DN10;RC-S2
MAT0177058;Parker Schlauch;Push Lok 831, DN16;RC-S2
MAT0177059;Stecker, Stift;SACC-M12MS-5CON-PG9;RC-K2
MAT0177060;Stecker, Stift;SACC-M12MS-8CON-PG9-M;RC-K2
MAT0177061;Stecker, Stift;SACC-M12MR-4CON-PG7;RC-K2
MAT0177062;Stecker, Stift;SACC-M12MR-5CON-PG7;RC-K2
MAT0177063;Stecker, Sift;SACC-M12MR-5CON-PG7-M;RC-K2
MAT0177064;Stecker, Stift;SACC-M12MR-5CON-PG9;RC-K2
MAT0177065;Stecker, Stift;SACC-M12MR-5CON-PG9-M;RC-K2
MAT0177066;Stecker, Stift;SACC-M12MS-5CON-PG11-DUO;RC-K2
MAT0177067;Stecker, Stift;SACC-M12MS-4CON-PG11-DUO-M;RC-K2
MAT0177068;Stecker, Stift;SACC-M12MS-5CON-PG11-DUO-M;RC-K2
MAT0177069;Stecker, Buchse;SACC-M12FS-4CON-PG7-M;RC-K2
MAT0177070;Stecker, Buchse;SACC-M12FS-5CON-PG7;RC-K2
MAT0177071;Stecker, Buchse;SACC-M12FS-5CON-PG7-M;RC-K2
MAT0177072;Stecker, Buchse;SACC-M12FS-5CON-PG9;RC-K2
MAT0177073;Stecker, Buchse;SACC-M12FR-4CON-PG7-M;RC-K2
MAT0177074;Stecker, Buchse;SACC-M12FR-5CON-PG7-M;RC-K2
MAT0177075;Stecker, Buchse;SACC-M12FR-5CON-PG9;RC-K2
MAT0177076;Stecker, Buchse;SACC-M12FR-5CON-PG9-M;RC-K2
MAT0177077;Stecker, Buchse;SACC-M12FS-5CON-PG11-DUO;RC-K2
MAT0177078;Stecker, Stift;SACC-M12MS-4CON-PG7-SH;RC-K2
MAT0177079;Stecker, Stift;SACC-M12MS-4CON-PG9-SH;RC-K2
MAT0177080;Stecker, Stift;SACC-M12MS-5CON-PG9-SH-AU;RC-K2
MAT0177081;Stecker, Stift;SACC-M12MS-8CON-PG9-SH;RC-K2
MAT0177082;Stecker, Stift;SACC-M12MR-4CON-PG7-SH;RC-K2
MAT0177083;Stecker, Stift;SACC-M12MR-5CON-PG7-SH;RC-K2
MAT0177084;Stecker, Stift;SACC-M12MR-5CON-PG9-SH;RC-K2
MAT0177085;Stecker, Buchse;SACC-M12FS-5CON-PG9-SH-AU;RC-K2
MAT0177086;Stecker, Buchse;SACC-M12FS-8CON-PG9-SH;RC-K2
MAT0177087;Stecker, Buchse;SACC-M12FSB-5CON-PG9-SH-AU;RC-K2
MAT0177088;Reduzierring FS/PA, PG36 - PG29, Polyami;;RC-K7
MAT0177089;HSK-K grau, PG29, für Kabel 18-25mm, Pol;;RC-K7
MAT0177090;FW-T, M16x1,5;;RC-K11
MAT0177091;Siehe MAT01730370;16pol., Serie 90160-0116;RC-K2
MAT0177092;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ L, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177093;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ N, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177094;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ U, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177095;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ V, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177096;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ W, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177097;Rahmen, Gelenk, Modul;4 Module , a…d;RC-K5
MAT0177098;Gehäuse, Sockel;HAN 10B  2x M25, mit Kunststoffkappe;RC-K3
MAT0177099;Schutzkappe;Kunststoff, für Baugröße 10B;RC-K11
MAT0177100;Stecker;SACC-M 8MS-3PCON;RC-K2
MAT0177101;Stecker;SACC-M 8MS-4PCON;RC-K2
MAT0177102;Stecker;SACC-M 8FS-3PCON;RC-K2
MAT0177103;Stecker;SACC-M 8FS-4PCON;RC-K2
MAT0177104;Tisch;198500-1707-02  RAL 7032;RC-B1
MAT0177105;Auflagewinkel;198400-1711-01 RAL 7032;RC-B1
MAT0177106;Halter;198400-0301-03 RAL 7032;RC-B1
MAT0177107;Halter;198400-0301-04 RAL 7032;RC-B1
MAT0177108;Halter;198400-1706-05 RAL 7032;RC-B1
MAT0177109;Montagehilfe TBT;Holzplatte 200x600x20;RC-D5
MAT0177110;Schlauchleitung;2SN DN32x45800mm DKOS/DKOS;RC-S1
MAT0177111;Schlauchleitung;Armoflex DN76x45600mm;RC-S1
MAT0177112;Schlauchleitung;2SN DN50x45800mm SFL/SFL;RC-S1
MAT0177113;Schlauchleitung;2SN DN25x45800mm DKOS/DKOS;RC-S1
MAT0177114;Schlauchleitung;Inducord  63x47000mm DOU110/DOU110;RC-S1
MAT0177115;Schlauchleitung;2SN DN32x32600mm DKOS/DKOS;RC-S1
MAT0177116;Schlauchleitung;2SN DN50x32550mm SFL/SFL;RC-S1
MAT0177117;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177118;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177119;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177120;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177121;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177122;Schlauchleitung;Inducord  63x33600mm DOU110/DOU110;RC-S1
MAT0177123;Schüttware Kontakt, Stift;HAN E 4,0qmm, versilbert, Crimp;RC-K6
MAT0177124;Gehäuse, Anbau;gewinkelt, HAN 3A;RC-K3
MAT0177125;Trommel;Typ II 2400x1320x500 KB410;RC-D5
MAT0177126;Schlauchleitung;301SN-6x9260mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177127;Schlauchleitung;301SN-6x13990mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177128;Abdeckplatte;für Ermeto Rohrschellen Gr.1 chrom6frei;RC-A5
MAT0177129;Gleitmutter;für Ermeto Rohrschellen chrom6frei;RC-A5
MAT0177130;Schlauchleitung;301SN-6x1600mm 1CA48-12-6CF/1CA48-12-6CF;RC-S1
MAT0177131;Schlauchleitung;301SN-6x1600mm 1CA48-12-6CF/1CA48-12-6CF;RC-S1
MAT0177132;Schlauchleitung;301SN-6x1600mm 1CA48-12-6CF/1CA48-12-6CF;RC-S1
MAT0177133;Schlauchleitung;301SN-10x1610mm 2x1CA48-18-10CF;RC-S1
MAT0177134;Schlauchleitung;301SN-5x1600mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177135;Schlauchleitung;301SN-8x1610mm 1CA48-15-8CF/1CA48-15-8CF;RC-S1
MAT0177136;Schlauchleitung;301SN-4x1595mm 1CA48-6-4CF/1CA48-6-4CF;RC-S1
MAT0177137;Schlauchleitung;301SN-4x1695mm 1CA48-6-4CF/1CA48-6-4CF;RC-S1
MAT0177138;Schlauchleitung;301SN-5x1685mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177139;Schlauchleitung;301SN-5x1685mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177140;Schlauchleitung;301SN-5x1685mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177141;Schlauchleitung;301SN-10x2370mm 1CE48-18-10CF/1CA48-18-1;RC-S1
MAT0177142;Schlauchleitung;301SN-5x2440mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177143;Schlauchleitung;301SN-8x2275mm 1CA48-15-8CF/1CA48-15-8CF;RC-S1
MAT0177144;Schlauchleitung;301SN-4x2650mm 1CA48-6-4CF/1CF48-6-4CF;RC-S1
MAT0177145;Schlauchleitung;301SN-6x2295mm 1CA48-12-6CF/1CA48-12-6CF;RC-S1
MAT0177146;Schlauchleitung;301SN-5x2360mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177147;Schlauchleitung;301SN-5x2420mm 1CA48-10-5CF/1CA48-10-5CF;RC-S1
MAT0177148;Schlauchleitung;301SN-5x2495mm 1CA48-10-5CF,1CA48-10-5CF;RC-S1
MAT0177149;Schlauchleitung;301SN-4x1030mm 1D048-8-4CF/1CF48-8-4CF;RC-S1
MAT0177150;Schlauchleitung;301SN-4x1000mm 1D048-4CF/1CA48-8-4CF;RC-S1
MAT0177151;Schlauchleitung;301SN-5x2235mm 1CE48-10-5CF/1D048-10-5CF;RC-S1
MAT0177152;Schlauchleitung;301SN-4x2445mm 1D048-8-4CF/1CA48-8-4CF;RC-S1
MAT0177153;Winkelsteckverbindung;für 6mm Schlauch beidseitig Schlauchansc;RC-A2
MAT0177154;Winkelsteckverbindung;für 8mm Schlauch beidseitig Schlauchansc;RC-A2
MAT0177155;Winkelsteckverbindung;für 12mm Schlauch beidseitig Schlauchans;RC-A2
MAT0177156;Winkelsteckverbindung;für 6mm Schlauch einseitig Schlauchansch;RC-A2
MAT0177157;Winkelsteckverbindung;für 8mm Schlauch einseitig Schlauchansch;RC-A2
MAT0177158;Winkelsteckverbindung;für 12mm Schlauch einseitig Schlauchansc;RC-A2
MAT0177159;Scheibe;DIN 125-A-5,3-140HV-ZN;RC-A5
MAT0177160;Schutzkappe;Kunststoff, Größe 77.27 2 Bügel, Dichtun;RC-K11
MAT0177161;Schutzkappe;Kunststoff, Größe 57.27 2, Bügel;RC-K11
MAT0177162;Schutzkappe;Kunststoff, Größe 57.27 2, Bügel, Dichtu;RC-K11
MAT0177163;Gehäuse;gewinkeltAdapterfür26polEinbaudose;RC-K3
MAT0177164;Steckverbinder;Signalstecker10pol.komplett,ohneBu.;RC-K2
MAT0177165;Steckverbinder;Signalkupplung10pol.komplett,ohneSt;RC-K2
MAT0177166;Steckverbinder;LeistungsteckerGr.1,9pol.kompl.o.Bu-;RC-K2
MAT0177167;Steckverbinder;LeistungkupplungGr.1,9pol.kompl.o.St;RC-K2
MAT0177168;Steckverbinder;LeistungsteckerGr.1,5-9pol.kompl.o.B;RC-K2
MAT0177169;Steckverbinder;Leistungkupplung Gr.1,5-9pol inkl. Kabel;RC-K2
MAT0177170;Trommel;Typ III 2350x834x500 inkl. Gestell HT;RC-D5
MAT0177171;Bandware Kontakt, Stift;0,25-0,56qmm, für Harting Sub-D;RC-K6
MAT0177172;Bandware Kontakt, Buchse;0,25-0,56qmm, für Harting Sub-D;RC-K6
MAT0177173;Trommel;Typ III 2450x1880x600 inkl. Gestell HT;RC-D5
MAT0177174;Schlauchleitung;1P DN13x1510mm DKOL13.4/DKOL13.4;RC-S1
MAT0177175;Schlauchleitung;1P DN13x1510mm DKOL13.4/DKOL13.4;RC-S1
MAT0177176;Schlauchleitung;1P DN13x1510mm DKOL13.4/DKOL13.4;RC-S1
MAT0177177;Schlauchleitung;1P DN13x1500mm DKOL13/DKOL13.4;RC-S1
MAT0177178;Schlauchleitung;1P DN8x1480mm DKOL08/DKOL08.9;RC-S1
MAT0177179;Schlauchleitung;1P DN8x1480mm DKOL08/DKOL08.9;RC-S1
MAT0177180;Schlauchleitung;1P DN6x1430mm DKOL06(8-L)/DKOL06(8-L);RC-S1
MAT0177181;Schlauchleitung;1P DN13x1320mm DKOL13/DKOL13;RC-S1
MAT0177182;Schlauchleitung;1P DN13x1310mm DKOL13/DKOL13;RC-S1
MAT0177183;Schlauchleitung;1P DN13x1310mm DKOL13/DKOL13;RC-S1
MAT0177184;Schlauchleitung;1P DN13x1310mm DKOL13/DKOL13;RC-S1
MAT0177185;Schlauchleitung;1P DN13x1350mm DKOL13/DKOL13;RC-S1
MAT0177186;Schlauchleitung;1P DN8x1325mm DKOL8/DKOL8;RC-S1
MAT0177187;Schlauchleitung;1P DN8x1325mm DKOL8/DKOL8;RC-S1
MAT0177188;Schlauchleitung;1P DN6x1390mm DKOL6/DKOL6;RC-S1
MAT0177189;Schlauchleitung;1P DN6x1325mm DKOL6/DKOL6;RC-S1
MAT0177190;Schlauchleitung;1P DN6x1325mm DKOL6/DKOL6;RC-S1
MAT0177191;Schlauchleitung;1P DN13x1930mm DKOL13/DKOL13.9;RC-S1
MAT0177192;Schlauchleitung;1P DN13x1930mm DKOL13/DKOL13.9;RC-S1
MAT0177193;Schlauchleitung;1P DN13x1930mm DKOL13/DKOL13.9;RC-S1
MAT0177194;Schlauchleitung;1P DN13x1930mm DKOL13/DKOL13.9;RC-S1
MAT0177195;Schlauchleitung;1P DN13x1930mm DKOL13/DKOL13;RC-S1
MAT0177196;Schlauchleitung;1P DN8x1940mm DKOL8/DKOL8.9;RC-S1
MAT0177197;Schlauchleitung;1P DN8x1940mm DKOL8/DKOL8.9;RC-S1
MAT0177198;Schlauchleitung;1P DN6x1940mm DKOL6/DKOL6.9;RC-S1
MAT0177199;Schlauchleitung;1P DN6x1930mm DKOL6/DKOL6.9;RC-S1
MAT0177200;Schlauchleitung;1P DN6x1730mm DKOL6/DKOL6;RC-S1
MAT0177201;Trommel;Typ I 3100x1280x800;RC-D5
MAT0177202;Schlauchleitung;1P DN13x1440mm DKOL13/DKOL13;RC-S1
MAT0177203;Trommel;Typ I 1800x700x1000;RC-D5
MAT0177204;ODU Panel Connector male;Gerätestecker mit Stift;RC-K2
MAT0177205;Steckerhalterung R10E Weiss;Zg.NR:30535.3;RC-B1
MAT0177206;Kettenkonsole R10S Farbe weiß;Zg.NR:30544.3+30552.4+30554.3+30546.3+30;RC-B1
MAT0177207;Steckverbinder;Leistung  9pol. Buchse ÜWM;RC-K2
MAT0177208;Steckverbinder;Leistung  9pol. Stift AGW;RC-K2
MAT0177209;Schlauch Pneumatik;PUR 7x1,5x10 schwarz;RC-S3
MAT0177210;Schlauch Pneumatik;PUR 4x1x6 schwarz;RC-S3
MAT0177211;Schlauch Pneumatik;PUR 4x1x6 grün;RC-S3
MAT0177212;Schlauch Pneumatik;PUR 4x1x6 rot;RC-S3
MAT0177213;Schlauchleitung;2SC DN6x6000mm DKOL/DKOL;RC-S1
MAT0177214;Schlauchleitung;2SN DN5x6800mm DKOL/DKOL;RC-S1
MAT0177215;PU-Klemmplatte;Zg.Nr.: 24720.2;RC-A1
MAT0177216;THK-Schiene;SSR25XW3SSE+1170LK;RC-A2
MAT0177217;Schlauchleitung;301SN-6x4440mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177218;Gleitmutter;TMA/TMB1 / 4571 X Edelstahl;RC-A5
MAT0177219;Kabelschuh, Ring, isoliert;M10, 4,0-6,0qmm Farbe: gelb;RC-K1
MAT0177220;Kompaktschaltschrank;300x200x155;RC-A2
MAT0177221;Schlauchleitung;301SN-6x5440mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177222;Schlauchleitung;301SN-6x6160mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177223;Kettenhalter 100ZR015,SILBER;Z-Achse komplett R5E/S Beistellung Batte;RC-B3
MAT0177224;Steckerhalterung R5S,100ZR215, SILBER;Beistellung Battenfeld;RC-B3
MAT0177225;Leitung E78/E82 bei Wuchtkopf;6739696259 L=15m;RC-L1
MAT0177226;Schlauchleitung;2040H-04V10x8600mm 11DPX-8-04/11DPX-8-04;RC-S1
MAT0177227;Schlauchleitung;421SN-6x1150mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177228;Schlauchleitung;421SN-6x1100mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177229;Schlauchleitung;421SN-6x800mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177230;Schlauchleitung;421SN-6x1000mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177231;Trommel;Typ I 1700x315x500, inkl. G;RC-D5
MAT0177232;siehe MAT0175874;0-0640715-1;RC-K11
MAT0177233;siehe MAT0179673;0-0643313-1;RC-K11
MAT0177235;Zugentlastung;0-0640713-2;RC-K7
MAT0177236;AMP Mate-N- Lok 2pol. Aufn.;1-480669-0;RC-K11
MAT0177238;Kabelschuh, Ring, blank;M12, 70qmm;RC-K1
MAT0177239;PU-Klemmplatte;-;RC-A1
MAT0177240;Schottblech;Zg.24607.3;RC-B1
MAT0177241;Schottblech;Zg.24354.3;RC-B1
MAT0177242;Adapterplatte;Zg.24586.4;RC-B1
MAT0177243;Schüttware Kontakt, Stift;für Sub-D HD 26pol;RC-K6
MAT0177244;Schüttware Kontakt, Buchse;für Sub-D HD 26pol;RC-K6
MAT0177245;Schlauchleitung;301SN-6x10080mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177247;Schlauchleitung;301SN-6x11440mm 16848-8-6/16848-8-6;RC-S1
MAT0177248;Schlauchleitung;301SN-6x13171mm 16848-8-6/16848-8-6;RC-S1
MAT0177249;Schraube, Zylinder Innensechskant;ZYL-SHR I6KT M5x16 8.8 DIN912 verzinkt;RC-A5
MAT0177250;Trommel;Typ II 2350x400x600,P,1050kg VollholzI i;RC-D5
MAT0177251;Trommel;Typ II 2550x500x1040,P,2250kg Vollholz i;RC-D5
MAT0177252;Schlauchleitung;Armoflex DN40;RC-S1
MAT0177253;Schlauchleitung;Aeroquip 2SN DN6x1755mm mit ARM;RC-S1
MAT0177254;Schlauchleitung;Aeroquip 2SN DN6x1965mm mit ARM;RC-S1
MAT0177255;Steckverbinder HAN-Brid Cu;HAN-Brid CU, Buchse, Kupplungsgeh. Metal;RC-K2
MAT0177256;Steckverbinder HAN-Brid Cu;HAN-Brid CU, Stift, Tüllengeh. Metall;RC-K2
MAT0177257;Adapterkabel;für LC481 Länge 6m;RC-L1
MAT0177258;Adapterkabel;für LC481Länge 9m;RC-L1
MAT0177259;Gehäuse;Micro Fit 3.0, 18pol., 2 Reihen, Buchse;RC-K3
MAT0177260;Trommel;1200x400x400 Sperrholz;RC-D5
MAT0177261;Trommel;Typ III 2450x600x834 inkl. Gestell;RC-D5
MAT0177262;Transportgestell;Alfing AS600 RAL1023 nach Zeichnung;RC-D5
MAT0177263;Kupferband;Typ90A (1 Trommel a 25m);RC-D3
MAT0177264;Kabelumhüllung;10mm;RC-K11
MAT0177265;abgekündigt;Nachfolger ist MAT01752805;RC-K1
MAT0177266;Stecker, Profibus;Subcon-Plus-Profib/SC2 gew. o. Prgr.-SS;RC-K2
MAT0177267;Ventilstecker mit Leitung;Bf. C 8mm mit Leitung PUR  5m;RC-L1
MAT0177268;Trommel;2200x700x560, Vollholz;RC-D5
MAT0177269;Trommel;1900x400x350, Vollholz;RC-D5
MAT0177270;Servoleitung;TOPSERV 113  4x1,5qmm+2x1,0qmm;RC-L1
MAT0177271;Steuerleitung, geschirmt;JZ-HF-CY 12x1qmm CU 235 LHLU;RC-L1
MAT0177272;Steuerleitung, ungeschirmt;JZ-HF 12x1qmm CU 116 LHLU;RC-L1
MAT0177273;Steckverbinder HAN-Brid Cu;SET Han-Brid Cu, St, Tüllengeh. Kunststo;RC-K2
MAT0177274;Schraube;Spax, Senkkopf, gelb verz., 6 x 180;RC-A5
MAT0177275;Stecker;20polig Lötversion, MDR, IDC;RC-K2
MAT0177276;MDR Metallhaube 20polig;20polig 3M 10320-C200-00;RC-K3
MAT0177277;Steckverbinder;Leistung Fanuc;RC-K2
MAT0177278;Steckverbinder;Feedback Fanuc;RC-K2
MAT0177279;Steckverbinder;Bremse Fanuc;RC-K2
MAT0177280;siehe MAT0170387;INS0681/C03;RC-K11
MAT0177281;Blech;105x105x90 vz;RC-B1
MAT0177282;Trommel;1800x500x320;RC-D5
MAT0177283;Schlauchleitung;301SN-4x2880mm 11D48-6-4/11D48-6-4;RC-S1
MAT0177284;Schlauchleitung;301SN-6x5690mm 11D48-10-6/11D48-10-6;RC-S1
MAT0177285;Schlauchleitung;301SN-4x2140mm 11D48-6-4/11D48-6-4;RC-S1
MAT0177286;Stecker;löt, Firewire, AMP;RC-K2
MAT0177287;Trommel;1800x870x400, Vollholz;RC-D5
MAT0177288;Schlauchleitung;301SN-6x5254mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177290;Schraube;i6kt M12x20 10.9;RC-A5
MAT0177291;Trommel;1600x850x800, Vollholz, inkl. Gestell;RC-D5
MAT0177292;Sprühlack Schwarz;Nigrin Lackspray Schwarz 400 ml;RC-D3
MAT0177293;Schüttware Doppler, siehe MAT0178111;Compagnie Deutsch, 1-2qmm;RC-K6
MAT0177294;Steckerhalterung R10E Kieselgrau;SB55101 Beistellung;RC-B3
MAT0177295;Kettenkonsole;Kettenkonsole R10S Farbe kieselgrau;RC-B3
MAT0177296;Schlauchleitung;2SN DN32x30200 P B5/B5 geprickelt;RC-S1
MAT0177297;Schlauchleitung;2SN DN50x30150 P N0/N0 geprickelt;RC-S1
MAT0177298;Schlauchleitung;Inducord 63x31100mm DUO110DU0110;RC-S1
MAT0177299;Schlauchleitung;2SN DN10x11260mm DKOL12/DKOL12;RC-S1
MAT0177300;Stecker, Stift;SACC-M 8MS-4CON-M;RC-K2
MAT0177301;Stecker, Stift;SACC-M 8MS-3CON-M-SW;RC-K2
MAT0177302;Stecker, Stift;SACC-M 8MS-4CON-M-SW;RC-K2
MAT0177303;Stecker, Buchse;SACC-M 8FS-3CON-M-SW;RC-K2
MAT0177304;Stecker, Buchse;SACC-M 8FS-4CON-M-SW;RC-K2
MAT0177305;Stecker, Stift;SACC-M 8MS-3CON-M-SH;RC-K2
MAT0177306;Stecker, Stift;SACC-M 8MS-4CON-M-SH;RC-K2
MAT0177307;Stecker, Buchse;SACC-M 8FS-3CON-M-SH;RC-K2
MAT0177308;Stecker, Buchse;SACC-M 8FS-4CON-M-SH;RC-K2
MAT0177309;siehe MAT0173743;Balluff BKS-S33M-00;RC-K2
MAT0177310;Steckverbinder;Souriau Rundsteckverbinder;RC-K2
MAT0177311;Schüttware Kontakt, Buchse;Buchse 2,5qmm;RC-K6
MAT0177312;Steckverbinder;Souriau Rundsteckverbinder;RC-K2
MAT0177313;Schüttware Kontakt, Buchse;Buchse 2,5qmm (Kontakt 2,4mm);RC-K6
MAT0177314;Schlauchleitung;301SN-6x6350mm 1CA48-12-6/1CA48-12-6;RC-S1
MAT0177315;Gehäuse;metall, Größe 14, Burndy;RC-K3
MAT0177316;Burndy-Buchsenverbinder;12pol;RC-K2
MAT0177317;Trommel;2200x700x500, Vollholz;RC-D5
MAT0177318;Trommel;2250x900x1000, Vollholz;RC-D5
MAT0177319;RJ45-Steckverbinder Y-ConPlug-21;8(4)+2pol. Gesch.,inkl. Führungskamm,mit;RC-K2
MAT0177320;Kettenhalter;Z-Achse R20S SB34503 Beistell Farbe rein;RC-B1
MAT0177321;Steckerhalterung;R20S SB55401Beistellung Farbe reinweiß;RC-B1
MAT0177322;Steckverbinder;Signal Buchse;RC-K2
MAT0177323;Kupplung;Signal Stift;RC-K4
MAT0177324;Schlauchleitung;2SC DN25x38000mm DKOL/DKOL (VA);RC-S1
MAT0177325;Schlauchleitung;1SC DN25x38000mm DKOL/DKOL (VA);RC-S1
MAT0177326;Gehäuse, Tülle;Keilform seitl Kabeleing, M25, Gr. 4;RC-K3
MAT0177327;Gehäuse, Tülle;HAN 32B-gs-R-M32;RC-K3
MAT0177328;Einsatz, Stift;Han 16E-M-c 17-32;RC-K5
MAT0177330;Schunk Stecker;K26 für Schnellwchseladapter;RC-K10
MAT0177331;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ Y, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177332;Kunststoff-Bez.-Hülsen;PA 1/3 BEZ A, Ader von 1,5qm - 4,0qm;RC-K8
MAT0177333;Federleiste gerade;769-102 grau;RC-K2
MAT0177334;Federleiste gerade;769-102 grüngelb 1pol.;RC-K2
MAT0177335;Verschraubung;inkl. Dichtring für IKS0205;RC-K7
MAT0177336;Stahl Schlauch;Beistellung Fa. Index;RC-S5
MAT0177337;Schlauchstutzen;Beistellung Fa. Index;RC-S5
MAT0177338;Schlauchleitung;28Lx28Lx13000x25 2TE-DKO;RC-S1
MAT0177339;ITT Stecker;17pol;RC-K2
MAT0177340;Schüttware ITT Kontakt;;RC-K6
MAT0177341;ITT-Steckverbinder gew.;CA08COM-PG18-10S/ Gewinde für PG16;RC-K2
MAT0177342;Schlauchleitung;Aeroquip 2SN DN6x2065mm mit ARM;RC-S1
MAT0177343;MDR Kunststoffhaube;20polig, für Lötausführung;RC-K3
MAT0177344;PARKER 801-6-BLU;8 Stücke ß 10mtr. d=16mm;RC-S2
MAT0177345;PARKER 801-6-RED;6 Stücke ß 10mtr.  d=16mm;RC-S2
MAT0177346;Trommel;1800x600x700;RC-D5
MAT0177347;Abdeckblech 1085;nach Kundenzeichnung 515452-1;RC-B1
MAT0177348;Abdeckblech 1550 mit Setzmutter;nach Kundenzeichnung 519033;RC-B1
MAT0177349;Stützblech 3035;nach Kundenzeichnung 515411;RC-B1
MAT0177350;Stützblech 3540;nach Kundenzeichnung 519041;RC-B1
MAT0177351;Trommel;2200x1572x500 inkl. Gestell;RC-D5
MAT0177352;Kaleimutter M5;Nietmutter;RC-A5
MAT0177353;Verlängerung der e-kette;nach Kundenzeichnung 215152;RC-B1
MAT0177354;CFIni-P3-M8-BG / M8-SG-2;M8 Kupplung gerade, 3 pol.., 2 m - M8 St;RC-L2
MAT0177355;CFIni-P3-M8-BG / M8-SG-5;M8 Kupplung gerade, 3 pol.., 5 m - M8 St;RC-L2
MAT0177356;CFIni-P3-M8-BG / M8-SG-10;M8 Kupplung gerade, 3 pol.., 10 m - M8 S;RC-L2
MAT0177357;CFIni-P3-M8-BW / M8-SG-2;M8 Kupplung gewinkelt, 3 pol.., 2 m - M8;RC-L2
MAT0177358;CFIni-P3-M8-BW / M8-SG-5;M8 Kupplung gewinkelt, 3 pol.., 5 m - M8;RC-L2
MAT0177359;CFIni-P3-M8-BW / M8-SG-10;M8 Kupplung gewinkelt, 3 pol.., 10 m - M;RC-L2
MAT0177360;CFIni-P4-M8-BG / M8-SG-2;M8 Kupplung gerade, 4 pol.., 2 m - M8 St;RC-L2
MAT0177361;CFIni-P4-M8-BG / M8-SG-5;M8 Kupplung gerade, 4 pol.., 5 m - M8 St;RC-L2
MAT0177362;CFIni-P4-M8-BG / M8-SG-10;M8 Kupplung gerade, 4 pol.., 10 m - M8 S;RC-L2
MAT0177363;CFIni-P4-M8-BW / M8-SG-2;M8 Kupplung gewinkelt, 4 pol.., 2 m - M8;RC-L2
MAT0177364;CFIni-P4-M8-BW / M8-SG-5;M8 Kupplung gewinkelt, 4 pol.., 5 m - M8;RC-L2
MAT0177365;CFIni-P4-M8-BW / M8-SG-10;M8 Kupplung gewinkelt, 4 pol.., 10 m - M;RC-L2
MAT0177366;CFIni-P4-M12-BG / M12-SG-2;M12 Kupplung gerade, 4 pol.., 2 m - M12;RC-L2
MAT0177367;CFIni-P4-M12-BG / M12-SG-5;M12 Kupplung gerade, 4 pol.., 5 m - M12;RC-L2
